season,team,games,points_allowed_sum,pa_pts_sum,sacks,ints,fr,safeties,blk_punts,blk_fgs,ret_td,takeaways,dst_fp_calc,ppg_calc,sacks_pg,takeaways_pg,fp,fp_delta
2007,NYG,15,313,13,51,15,21,0,0,1,3,36,156,10.4,3.4,2.4,156,0
2007,NYJ,15,345,1,26,15,21,0,1,0,3,36,119,7.933333333,1.733333333,2.4,119,0
2007,OAK,15,368,-4,26,18,29,1,0,2,3,47,140,9.333333333,1.733333333,3.133333333,140,0
2007,PHI,15,291,13,36,11,17,0,0,0,1,28,111,7.4,2.4,1.866666667,111,0
2007,PIT,15,242,40,34,11,24,0,0,0,3,35,162,10.8,2.266666667,2.333333333,162,0
2007,SD,15,267,23,38,29,22,0,0,0,4,51,187,12.46666667,2.533333333,3.4,187,0
2007,SEA,15,247,40,43,20,22,1,0,0,4,42,193,12.86666667,2.866666667,2.8,193,0
2007,SF,15,344,6,30,11,27,1,1,0,0,38,116,7.733333333,2,2.533333333,116,0
2007,STL,15,390,-6,30,16,22,1,0,1,2,38,116,7.733333333,2,2.533333333,116,0
2007,TB,15,239,33,31,16,23,0,0,0,2,39,154,10.26666667,2.066666667,2.6,154,0
2007,TEN,15,287,19,37,22,25,0,0,0,2,47,162,10.8,2.466666667,3.133333333,162,0
2007,WAS,15,304,15,30,13,23,2,0,1,2,36,135,9,2,2.4,135,0
2008,ARI,15,405,-6,30,11,27,0,1,1,3,38,122,8.133333333,2,2.533333333,122,0
2008,ATL,15,298,15,31,10,14,1,1,1,3,24,118,7.866666667,2.066666667,1.6,118,0
2008,BAL,15,237,41,34,24,20,2,1,0,5,44,199,13.26666667,2.266666667,2.933333333,199,0
2008,BUF,15,329,5,23,10,29,0,0,1,5,39,138,9.2,1.533333333,2.6,138,0
2008,CAR,15,298,24,35,11,16,0,0,0,0,27,113,7.533333333,2.333333333,1.8,113,0
2008,CHI,15,319,11,28,22,13,1,2,1,2,35,129,8.6,1.866666667,2.333333333,129,0
2008,CIN,15,358,5,16,12,23,0,0,0,2,35,103,6.866666667,1.066666667,2.333333333,103,0
2008,CLE,15,319,8,18,22,17,0,0,2,3,39,126,8.4,1.2,2.6,126,0
2008,DAL,15,321,10,58,8,26,1,1,0,2,34,152,10.13333333,3.866666667,2.266666667,152,0
2008,DEN,15,396,-7,23,6,10,0,0,0,0,16,48,3.2,1.533333333,1.066666667,48,0
2008,DET,15,486,-24,27,4,32,1,0,1,0,36,79,5.266666667,1.8,2.4,79,0
2008,GB,15,359,-2,26,20,20,0,0,1,8,40,154,10.26666667,1.733333333,2.666666667,154,0
2008,HOU,15,370,5,23,12,24,0,0,0,3,36,118,7.866666667,1.533333333,2.4,118,0
2008,IND,15,298,20,28,15,14,0,0,0,2,29,118,7.866666667,1.866666667,1.933333333,118,0
2008,JAX,15,340,1,26,13,13,1,0,1,2,26,95,6.333333333,1.733333333,1.733333333,95,0
2008,KC,15,424,-13,9,13,28,0,0,0,2,41,90,6,0.6,2.733333333,90,0
2008,MIA,15,300,18,41,15,16,1,0,0,1,31,129,8.6,2.733333333,2.066666667,129,0
2008,MIN,15,314,9,43,12,25,3,0,3,2,37,150,10,2.866666667,2.466666667,150,0
2008,NE,15,309,13,28,14,13,0,0,0,1,27,101,6.733333333,1.866666667,1.8,101,0
2008,NO,15,360,5,27,15,15,1,0,0,3,30,112,7.466666667,1.8,2,112,0
2008,NYG,15,274,19,41,16,18,3,0,3,2,34,152,10.13333333,2.733333333,2.266666667,152,0
2008,NYJ,15,332,8,39,14,26,0,0,1,4,40,153,10.2,2.6,2.666666667,153,0
2008,OAK,15,364,2,30,15,22,2,1,1,5,37,144,9.6,2,2.466666667,144,0
2008,PHI,15,283,20,44,14,11,1,0,1,4,25,142,9.466666667,2.933333333,1.666666667,142,0
2008,PIT,15,223,39,48,18,21,1,1,0,1,39,175,11.66666667,3.2,2.6,175,0
2008,SD,15,326,4,27,13,16,1,0,0,3,29,109,7.266666667,1.8,1.933333333,109,0
2008,SEA,15,358,8,34,8,13,0,0,1,2,21,98,6.533333333,2.266666667,1.4,98,0
2008,SF,15,357,1,29,12,19,0,1,2,2,31,110,7.333333333,1.933333333,2.066666667,110,0
2008,STL,15,434,-20,29,10,18,0,0,0,0,28,65,4.333333333,1.933333333,1.866666667,65,0
2008,TB,15,292,20,28,21,15,0,2,0,5,36,154,10.26666667,1.866666667,2.4,154,0
2008,TEN,15,211,36,43,20,18,0,1,1,3,38,177,11.8,2.866666667,2.533333333,177,0
2008,WAS,15,269,17,23,12,10,0,0,0,1,22,90,6,1.533333333,1.466666667,90,0
2009,ARI,15,292,16,42,20,18,0,0,3,2,38,152,10.13333333,2.8,2.533333333,152,0
2009,ATL,15,315,11,27,13,21,0,1,2,1,34,118,7.866666667,1.8,2.266666667,118,0
2009,BAL,15,248,35,29,21,18,0,0,1,3,39,162,10.8,1.933333333,2.6,162,0
2009,BUF,15,319,11,33,26,14,0,0,1,2,40,138,9.2,2.2,2.666666667,138,0
2009,CAR,15,298,11,31,21,22,2,0,1,1,43,140,9.333333333,2.066666667,2.866666667,140,0
2009,CHI,15,352,2,32,12,31,1,0,0,3,43,140,9.333333333,2.133333333,2.866666667,140,0
2009,CIN,15,254,27,34,19,16,0,0,1,3,35,151,10.06666667,2.266666667,2.333333333,151,0
2009,CLE,15,358,10,37,9,15,1,0,1,4,24,123,8.2,2.466666667,1.6,123,0
2009,DAL,15,250,28,38,11,16,0,0,2,3,27,142,9.466666667,2.533333333,1.8,142,0
2009,DEN,15,280,29,39,15,18,0,0,0,2,33,146,9.733333333,2.6,2.2,146,0
2009,DET,15,457,-20,24,9,26,1,0,2,2,35,92,6.133333333,1.6,2.333333333,92,0
2009,GB,15,290,19,37,27,23,0,0,1,2,50,170,11.33333333,2.466666667,3.333333333,170,0
2009,HOU,15,306,13,26,13,18,2,0,0,2,31,117,7.8,1.733333333,2.066666667,117,0
2009,IND,15,277,22,34,16,13,0,0,0,3,29,132,8.8,2.266666667,1.933333333,132,0
2009,JAX,15,357,-10,14,14,21,0,0,0,0,35,74,4.933333333,0.933333333,2.333333333,74,0
2009,KC,15,400,-4,21,12,31,1,1,0,1,43,113,7.533333333,1.4,2.866666667,113,0
2009,MIA,15,360,3,40,14,17,0,0,0,3,31,123,8.2,2.666666667,2.066666667,123,0
2009,MIN,15,305,18,44,10,14,1,0,0,2,24,124,8.266666667,2.933333333,1.6,124,0
2009,NE,15,251,25,30,17,17,0,0,0,2,34,135,9,2,2.266666667,135,0
2009,NO,15,318,11,34,26,19,0,0,0,6,45,171,11.4,2.266666667,3,171,0
2009,NYG,15,383,1,33,13,21,0,0,0,3,34,120,8,2.2,2.266666667,120,0
2009,NYJ,15,236,40,29,16,23,0,1,0,2,39,161,10.73333333,1.933333333,2.6,161,0
2009,OAK,15,358,0,33,8,22,0,0,0,0,30,93,6.2,2.2,2,93,0
2009,PHI,15,313,10,42,24,21,2,0,1,4,45,172,11.46666667,2.8,3,172,0
2009,PIT,15,300,10,43,9,15,0,0,1,3,24,121,8.066666667,2.866666667,1.6,121,0
2009,SD,15,300,13,33,14,16,1,1,0,2,30,122,8.133333333,2.2,2,122,0
2009,SEA,15,373,6,28,12,26,0,0,1,2,38,124,8.266666667,1.866666667,2.533333333,124,0
2009,SF,15,275,34,36,18,23,0,0,1,1,41,160,10.66666667,2.4,2.733333333,160,0
2009,STL,15,408,-14,22,8,21,1,0,0,2,29,80,5.333333333,1.466666667,1.933333333,80,0
2009,TB,15,380,-6,27,17,26,0,2,1,4,43,137,9.133333333,1.8,2.866666667,137,0
2009,TEN,15,389,0,29,19,18,0,0,0,4,37,127,8.466666667,1.933333333,2.466666667,127,0
2009,WAS,15,313,13,39,10,16,0,0,0,1,26,110,7.333333333,2.6,1.733333333,110,0
2010,ARI,15,396,-9,31,17,28,0,0,3,5,45,148,9.866666667,2.066666667,3,148,0
2010,ATL,15,278,15,28,21,10,0,0,0,3,31,123,8.2,1.866666667,2.066666667,123,0
2010,BAL,15,263,26,27,17,14,0,0,0,4,31,139,9.266666667,1.8,2.066666667,139,0
2010,BUF,15,387,-6,26,10,19,0,0,0,2,29,90,6,1.733333333,1.933333333,90,0
2010,CAR,15,377,-4,30,17,23,1,1,0,1,40,116,7.733333333,2,2.666666667,116,0
2010,CHI,15,276,21,32,20,21,0,0,1,4,41,161,10.73333333,2.133333333,2.733333333,161,0
2010,CIN,15,382,-5,23,15,15,0,0,0,1,30,84,5.6,1.533333333,2,84,0
2010,CLE,15,291,11,27,19,25,0,0,3,2,44,144,9.6,1.8,2.933333333,144,0
2010,DAL,15,423,-12,30,17,24,0,0,1,7,41,144,9.6,2,2.733333333,144,0
2010,DEN,15,438,-18,18,9,20,0,0,0,0,29,58,3.866666667,1.2,1.933333333,58,0
2010,DET,15,356,1,42,13,26,0,0,0,3,39,139,9.266666667,2.8,2.6,139,0
2010,GB,15,237,31,40,22,16,0,0,0,3,38,165,11,2.666666667,2.533333333,165,0
2010,HOU,15,410,1,28,12,14,0,0,1,0,26,83,5.533333333,1.866666667,1.733333333,83,0
2010,IND,15,368,-1,29,10,15,0,1,0,3,25,98,6.533333333,1.933333333,1.666666667,98,0
2010,JAX,15,385,-4,26,13,14,0,1,0,1,27,84,5.6,1.733333333,1.8,84,0
2010,KC,15,295,16,35,14,16,0,0,0,4,30,135,9,2.333333333,2,135,0
2010,MIA,15,295,18,39,11,20,1,0,1,0,31,123,8.2,2.6,2.066666667,123,0
2010,MIN,15,328,4,30,14,18,0,0,0,2,32,110,7.333333333,2,2.133333333,110,0
2010,NE,15,306,15,31,24,16,0,1,1,6,40,166,11.06666667,2.066666667,2.666666667,166,0
2010,NO,15,284,24,30,9,25,1,0,0,2,34,136,9.066666667,2,2.266666667,136,0
2010,NYG,15,333,8,44,15,28,0,0,1,0,43,140,9.333333333,2.933333333,2.866666667,140,0
2010,NYJ,15,297,11,37,8,29,2,1,0,4,37,152,10.13333333,2.466666667,2.466666667,152,0
2010,OAK,15,361,-1,40,10,32,2,2,0,4,42,155,10.33333333,2.666666667,2.8,155,0
2010,PHI,15,363,2,36,23,26,0,0,0,2,49,148,9.866666667,2.4,3.266666667,148,0
2010,PIT,15,223,36,43,17,25,0,1,0,4,42,189,12.6,2.866666667,2.8,189,0
2010,SD,15,294,18,44,14,12,1,0,0,3,26,134,8.933333333,2.933333333,1.733333333,134,0
2010,SEA,15,401,-8,34,11,16,1,1,2,5,27,118,7.866666667,2.266666667,1.8,118,0
2010,SF,15,339,9,30,13,18,0,1,0,3,31,121,8.066666667,2,2.066666667,121,0
2010,STL,15,312,16,43,14,17,1,1,1,0,31,127,8.466666667,2.866666667,2.066666667,127,0
2010,TB,15,305,10,23,18,18,0,0,0,4,36,129,8.6,1.533333333,2.4,129,0
2010,TEN,15,316,13,39,17,14,1,1,1,3,31,138,9.2,2.6,2.066666667,138,0
2010,WAS,15,360,4,29,13,26,0,0,2,2,39,127,8.466666667,1.933333333,2.6,127,0
2011,ARI,15,328,10,38,9,23,0,0,4,4,32,144,9.6,2.533333333,2.133333333,144,0
2011,ATL,15,326,4,31,16,11,0,0,0,1,27,95,6.333333333,2.066666667,1.8,95,0
2011,BAL,15,250,29,47,15,22,0,0,0,2,37,162,10.8,3.133333333,2.466666667,162,0
2011,BUF,15,385,-4,25,19,20,1,0,2,5,39,135,9,1.666666667,2.6,135,0
2011,CAR,15,384,-3,31,13,15,2,0,0,1,28,94,6.266666667,2.066666667,1.866666667,94,0
2011,CHI,15,328,10,32,17,22,1,0,2,6,39,162,10.8,2.133333333,2.6,162,0
2011,CIN,15,299,11,44,10,18,1,0,1,2,28,127,8.466666667,2.933333333,1.866666667,127,0
2011,CLE,15,294,15,30,9,23,0,0,0,1,32,115,7.666666667,2,2.133333333,115,0
2011,DAL,15,316,8,40,15,22,0,0,2,1,37,132,8.8,2.666666667,2.466666667,132,0
2011,DEN,15,383,-1,40,9,19,0,0,0,5,28,125,8.333333333,2.666666667,1.866666667,125,0
2011,DET,15,348,5,38,20,23,0,0,1,5,43,161,10.73333333,2.533333333,2.866666667,161,0
2011,GB,15,318,6,27,29,12,0,0,0,6,41,151,10.06666667,1.8,2.733333333,151,0
2011,HOU,15,255,27,41,17,18,0,0,2,2,35,154,10.26666667,2.733333333,2.333333333,154,0
2011,IND,15,411,-3,26,8,16,0,0,1,2,24,85,5.666666667,1.733333333,1.6,85,0
2011,JAX,15,316,6,28,15,27,0,1,0,0,42,120,8,1.866666667,2.8,120,0
2011,KC,15,335,10,27,19,12,0,0,0,2,31,111,7.4,1.8,2.066666667,111,0
2011,MIA,15,296,13,39,13,17,0,2,0,1,30,122,8.133333333,2.6,2,122,0
2011,MIN,15,432,-14,43,7,20,1,0,1,1,27,93,6.2,2.866666667,1.8,93,0
2011,NE,15,321,8,38,19,16,0,0,0,2,35,128,8.533333333,2.533333333,2.333333333,128,0
2011,NO,15,328,9,32,8,6,0,0,1,2,14,83,5.533333333,2.133333333,0.933333333,83,0
2011,NYG,15,386,-10,42,19,18,2,0,1,0,37,112,7.466666667,2.8,2.466666667,112,0
2011,NYJ,15,344,11,34,17,19,3,1,0,3,36,143,9.533333333,2.266666667,2.4,143,0
2011,OAK,15,395,-11,39,17,17,1,0,3,1,34,110,7.333333333,2.6,2.266666667,110,0
2011,PHI,15,318,12,49,14,18,1,0,1,1,32,135,9,3.266666667,2.133333333,135,0
2011,PIT,15,218,39,33,10,7,2,0,1,1,17,118,7.866666667,2.2,1.133333333,118,0
2011,SD,15,351,-3,32,16,14,0,0,0,1,30,95,6.333333333,2.133333333,2,95,0
2011,SEA,15,292,19,31,21,19,1,2,3,4,40,166,11.06666667,2.066666667,2.666666667,166,0
2011,SF,15,202,43,39,21,21,1,0,0,3,42,186,12.4,2.6,2.8,186,0
2011,STL,15,373,-3,36,12,17,2,1,0,2,29,109,7.266666667,2.4,1.933333333,109,0
2011,TB,15,449,-22,23,13,19,1,0,0,3,32,85,5.666666667,1.533333333,2.133333333,85,0
2011,TEN,15,295,16,25,11,19,0,2,0,3,30,123,8.2,1.666666667,2,123,0
2011,WAS,15,333,6,39,12,19,0,0,1,1,31,115,7.666666667,2.6,2.066666667,115,0
2012,ARI,15,330,9,37,22,20,0,1,2,3,42,154,10.26666667,2.466666667,2.8,154,0
2012,ATL,15,277,24,29,19,14,0,0,0,1,33,125,8.333333333,1.933333333,2.2,125,0
2012,BAL,15,321,14,35,13,20,0,0,0,5,33,145,9.666666667,2.333333333,2.2,145,0
2012,BUF,15,426,-22,35,11,14,1,0,3,3,25,89,5.933333333,2.333333333,1.666666667,89,0
2012,CAR,15,325,8,37,10,22,1,0,0,3,32,129,8.6,2.466666667,2.133333333,129,0
2012,CHI,15,253,29,40,23,27,0,1,1,8,50,221,14.73333333,2.666666667,3.333333333,221,0
2012,CIN,15,303,25,47,13,23,0,1,0,2,36,158,10.53333333,3.133333333,2.4,158,0
2012,CLE,15,344,5,36,17,25,0,0,0,3,42,143,9.533333333,2.4,2.8,143,0
2012,DAL,15,372,-3,33,7,19,0,0,0,2,26,94,6.266666667,2.2,1.733333333,94,0
2012,DEN,15,286,20,48,16,14,2,1,0,7,30,176,11.73333333,3.2,2,176,0
2012,DET,15,411,-10,32,11,11,1,0,1,0,22,70,4.666666667,2.133333333,1.466666667,70,0
2012,GB,15,299,10,46,18,13,0,1,0,2,31,132,8.8,3.066666667,2.066666667,132,0
2012,HOU,15,303,17,43,15,21,1,2,0,3,36,156,10.4,2.866666667,2.4,156,0
2012,IND,15,371,5,28,10,13,0,0,0,5,23,109,7.266666667,1.866666667,1.533333333,109,0
2012,JAX,15,406,-8,18,12,19,0,0,0,0,31,72,4.8,1.2,2.066666667,72,0
2012,KC,15,387,-12,27,7,13,1,1,0,0,20,59,3.933333333,1.8,1.333333333,59,0
2012,MIA,15,289,19,41,10,15,0,1,2,2,25,128,8.533333333,2.733333333,1.666666667,128,0
2012,MIN,15,314,11,39,10,19,0,0,2,5,29,142,9.466666667,2.6,1.933333333,142,0
2012,NE,15,331,4,30,19,24,1,0,0,4,43,146,9.733333333,2,2.866666667,146,0
2012,NO,15,410,-3,29,14,17,0,1,1,3,31,110,7.333333333,1.933333333,2.066666667,110,0
2012,NYG,15,337,12,32,20,21,0,0,0,2,41,138,9.2,2.133333333,2.733333333,138,0
2012,NYJ,15,347,10,30,11,21,0,0,1,5,32,136,9.066666667,2,2.133333333,136,0
2012,OAK,15,419,-11,23,11,18,0,0,2,0,29,74,4.933333333,1.533333333,1.933333333,74,0
2012,PHI,15,402,-10,29,8,17,0,1,0,1,25,77,5.133333333,1.933333333,1.666666667,77,0
2012,PIT,15,304,19,33,9,20,0,0,0,1,29,116,7.733333333,2.2,1.933333333,116,0
2012,SD,15,329,7,38,13,25,1,1,0,6,38,161,10.73333333,2.533333333,2.533333333,161,0
2012,SEA,15,232,35,36,17,18,0,1,1,3,35,163,10.86666667,2.4,2.333333333,163,0
2012,SF,15,260,35,36,13,25,1,1,1,2,38,165,11,2.4,2.533333333,165,0
2012,STL,15,328,15,46,17,16,1,1,1,4,33,157,10.46666667,3.066666667,2.2,157,0
2012,TB,15,377,-5,25,18,17,0,2,0,3,35,112,7.466666667,1.666666667,2.333333333,112,0
2012,TEN,15,451,-14,32,16,11,0,1,1,4,27,100,6.666666667,2.133333333,1.8,100,0
2012,WAS,15,370,0,30,18,25,0,0,1,3,43,136,9.066666667,2,2.866666667,136,0
2013,ARI,15,301,24,45,20,20,2,0,2,4,40,181,12.06666667,3,2.666666667,181,0
2013,ATL,15,422,-9,31,9,13,0,0,0,2,22,78,5.2,2.066666667,1.466666667,78,0
2013,BAL,15,318,11,40,12,16,0,0,0,3,28,125,8.333333333,2.666666667,1.866666667,125,0
2013,BUF,15,354,2,56,22,23,0,0,0,2,45,160,10.66666667,3.733333333,3,160,0
2013,CAR,15,221,42,51,19,15,0,1,0,3,34,181,12.06666667,3.4,2.266666667,181,0
2013,CHI,15,445,-20,28,17,19,0,0,0,6,36,116,7.733333333,1.866666667,2.4,116,0
2013,CIN,15,288,18,41,17,19,0,1,2,3,36,155,10.33333333,2.733333333,2.4,155,0
2013,CLE,15,386,-3,39,12,13,0,0,0,4,25,110,7.333333333,2.6,1.666666667,110,0
2013,DAL,15,408,-8,29,15,20,0,0,1,4,35,117,7.8,1.933333333,2.333333333,117,0
2013,DEN,15,385,-7,39,17,17,0,2,0,3,34,122,8.133333333,2.6,2.266666667,122,0
2013,DET,15,362,-2,30,14,16,2,0,0,3,30,110,7.333333333,2,2,110,0
2013,GB,15,400,-6,43,10,17,0,1,0,1,27,99,6.6,2.866666667,1.8,99,0
2013,HOU,15,412,-8,31,6,14,1,0,2,3,20,87,5.8,2.066666667,1.333333333,87,0
2013,IND,15,326,10,39,14,17,2,0,2,1,31,125,8.333333333,2.6,2.066666667,125,0
2013,JAX,15,419,-12,30,11,22,2,1,0,1,33,96,6.4,2,2.2,96,0
2013,KC,15,278,19,44,20,22,0,0,0,9,42,201,13.4,2.933333333,2.8,201,0
2013,MIA,15,315,7,42,18,14,1,1,1,2,32,131,8.733333333,2.8,2.133333333,131,0
2013,MIN,15,467,-21,36,12,16,0,0,0,3,28,89,5.933333333,2.4,1.866666667,89,0
2013,NE,15,318,16,44,17,23,0,0,1,2,40,154,10.26666667,2.933333333,2.666666667,154,0
2013,NO,15,287,16,47,11,10,0,0,0,0,21,105,7,3.133333333,1.4,105,0
2013,NYG,15,377,-8,31,15,17,0,1,0,2,32,101,6.733333333,2.066666667,2.133333333,101,0
2013,NYJ,15,380,-6,41,10,10,1,2,0,1,20,87,5.8,2.733333333,1.333333333,87,0
2013,OAK,15,419,-14,35,9,26,0,2,1,1,35,103,6.866666667,2.333333333,2.333333333,103,0
2013,PHI,15,360,0,37,17,17,2,0,0,1,34,115,7.666666667,2.466666667,2.266666667,115,0
2013,PIT,15,363,5,31,9,14,1,0,0,4,23,108,7.2,2.066666667,1.533333333,108,0
2013,SD,15,324,9,33,11,10,0,0,2,1,21,94,6.266666667,2.2,1.4,94,0
2013,SEA,15,222,38,42,26,23,1,1,0,2,49,194,12.93333333,2.8,3.266666667,194,0
2013,SF,15,252,31,37,17,17,1,2,0,2,34,154,10.26666667,2.466666667,2.266666667,154,0
2013,STL,15,337,5,49,14,22,1,0,1,3,36,148,9.866666667,3.266666667,2.4,148,0
2013,TB,15,347,7,34,21,18,1,2,0,4,39,149,9.933333333,2.266666667,2.6,149,0
2013,TEN,15,371,-3,35,11,25,0,0,1,3,36,124,8.266666667,2.333333333,2.4,124,0
2013,WAS,15,458,-18,35,14,22,0,0,0,4,36,113,7.533333333,2.333333333,2.4,113,0
2014,ARI,15,279,15,34,18,16,0,0,3,4,34,147,9.8,2.266666667,2.266666667,147,0
2014,ATL,15,383,-7,21,16,20,0,0,1,2,36,100,6.666666667,1.4,2.4,100,0
2014,BAL,15,292,23,45,10,15,1,1,2,2,25,138,9.2,3,1.666666667,138,0
2014,BUF,15,280,18,50,19,20,1,2,1,2,39,166,11.06666667,3.333333333,2.6,166,0
2014,CAR,15,371,-4,34,12,25,0,0,0,2,37,116,7.733333333,2.266666667,2.466666667,116,0
2014,CHI,15,429,-9,36,13,17,0,0,3,2,30,105,7,2.4,2,105,0
2014,CIN,15,317,18,20,18,13,2,1,0,2,31,118,7.866666667,1.333333333,2.066666667,118,0
2014,CLE,15,317,14,30,21,17,1,1,2,2,38,140,9.333333333,2,2.533333333,140,0
2014,DAL,15,335,5,25,16,17,0,0,0,2,33,108,7.2,1.666666667,2.2,108,0
2014,DEN,15,340,-2,38,17,16,1,0,2,2,33,120,8,2.533333333,2.2,120,0
2014,DET,15,252,19,41,20,16,1,0,1,1,36,142,9.466666667,2.733333333,2.4,142,0
2014,GB,15,328,2,39,18,20,0,0,1,4,38,143,9.533333333,2.6,2.533333333,143,0
2014,HOU,15,290,19,33,20,23,0,1,0,4,43,164,10.93333333,2.2,2.866666667,164,0
2014,IND,15,359,11,37,12,26,0,1,0,1,38,132,8.8,2.466666667,2.533333333,132,0
2014,JAX,15,389,1,42,5,19,0,0,0,0,24,91,6.066666667,2.8,1.6,91,0
2014,KC,15,274,18,39,4,12,0,0,0,3,16,107,7.133333333,2.6,1.066666667,107,0
2014,MIA,15,336,9,38,14,23,3,3,2,2,37,149,9.933333333,2.533333333,2.466666667,149,0
2014,MIN,15,334,8,39,13,13,0,2,0,2,26,115,7.666666667,2.6,1.733333333,115,0
2014,NE,15,296,14,38,16,17,0,1,4,1,33,134,8.933333333,2.533333333,2.2,134,0
2014,NO,15,404,-7,31,11,12,1,0,0,0,23,72,4.8,2.066666667,1.533333333,72,0
2014,NYG,15,366,-3,43,16,14,0,1,0,0,30,102,6.8,2.866666667,2,102,0
2014,NYJ,15,377,-1,38,6,17,1,0,0,0,23,85,5.666666667,2.533333333,1.533333333,85,0
2014,OAK,15,405,-8,21,9,15,0,1,1,0,24,65,4.333333333,1.4,1.6,65,0
2014,PHI,15,374,4,49,11,25,0,3,1,6,36,169,11.26666667,3.266666667,2.4,169,0
2014,PIT,15,351,2,30,9,13,1,0,0,4,22,102,6.8,2,1.466666667,102,0
2014,SD,15,329,8,22,7,21,1,1,1,0,28,92,6.133333333,1.466666667,1.866666667,92,0
2014,SEA,15,248,30,33,11,22,1,2,0,1,33,141,9.4,2.2,2.2,141,0
2014,SF,15,323,7,34,20,12,0,1,0,2,32,119,7.933333333,2.266666667,2.133333333,119,0
2014,STL,15,334,23,37,12,26,0,1,2,5,38,172,11.46666667,2.466666667,2.533333333,172,0
2014,TB,15,387,-10,34,11,25,0,0,1,3,36,116,7.733333333,2.266666667,2.4,116,0
2014,TEN,15,411,-13,38,12,13,1,0,2,1,25,87,5.8,2.533333333,1.666666667,87,0
2014,WAS,15,394,-7,36,6,29,0,0,0,0,35,99,6.6,2.4,2.333333333,99,0
2015,ARI,15,277,19,35,19,22,2,0,0,5,41,170,11.33333333,2.333333333,2.733333333,170,0
2015,ATL,15,325,4,19,15,18,0,0,0,1,33,95,6.333333333,1.266666667,2.2,95,0
2015,BAL,15,377,-5,34,6,13,0,1,2,2,19,85,5.666666667,2.266666667,1.266666667,85,0
2015,BUF,15,342,4,20,14,22,1,0,0,2,36,110,7.333333333,1.333333333,2.4,110,0
2015,CAR,15,298,13,42,22,17,0,0,0,4,39,157,10.46666667,2.8,2.6,157,0
2015,CHI,15,373,-4,31,8,18,0,0,1,0,26,81,5.4,2.066666667,1.733333333,81,0
2015,CIN,15,263,26,41,19,16,0,0,2,1,35,147,9.8,2.733333333,2.333333333,147,0
2015,CLE,15,404,-6,29,9,17,0,1,0,3,26,95,6.333333333,1.933333333,1.733333333,95,0
2015,DAL,15,340,7,30,8,10,0,1,2,1,18,85,5.666666667,2,1.2,85,0
2015,DEN,15,276,24,49,13,21,1,0,1,5,34,175,11.66666667,3.266666667,2.266666667,175,0
2015,DET,15,380,0,38,6,15,1,0,0,1,21,88,5.866666667,2.533333333,1.4,88,0
2015,GB,15,303,11,40,15,18,0,0,1,2,33,131,8.733333333,2.666666667,2.2,131,0
2015,HOU,15,307,27,37,12,22,0,0,1,1,34,140,9.333333333,2.466666667,2.266666667,140,0
2015,IND,15,384,1,31,16,15,1,0,0,3,31,114,7.6,2.066666667,2.066666667,114,0
2015,JAX,15,418,-15,34,8,21,0,1,2,2,29,95,6.333333333,2.266666667,1.933333333,95,0
2015,KC,15,270,23,41,21,14,0,0,1,4,35,160,10.66666667,2.733333333,2.333333333,160,0
2015,MIA,15,379,-3,29,13,14,0,1,0,4,27,106,7.066666667,1.933333333,1.8,106,0
2015,MIN,15,289,8,38,12,17,0,0,1,5,29,136,9.066666667,2.533333333,1.933333333,136,0
2015,NE,15,295,22,48,12,14,1,0,0,0,26,124,8.266666667,3.2,1.733333333,124,0
2015,NO,15,459,-23,30,8,21,0,1,0,1,29,73,4.866666667,2,1.933333333,73,0
2015,NYG,15,407,-10,22,14,23,1,1,2,4,37,118,7.866666667,1.466666667,2.466666667,118,0
2015,NYJ,15,292,12,37,18,17,0,0,0,1,35,125,8.333333333,2.466666667,2.333333333,125,0
2015,OAK,15,376,-5,37,12,21,2,0,2,0,33,106,7.066666667,2.466666667,2.2,106,0
2015,PHI,15,400,-11,35,15,21,1,1,0,5,36,130,8.666666667,2.333333333,2.4,130,0
2015,PIT,15,307,11,41,15,20,0,0,1,3,35,142,9.466666667,2.733333333,2.333333333,142,0
2015,SD,15,371,-2,30,9,10,0,0,0,1,19,72,4.8,2,1.266666667,72,0
2015,SEA,15,271,38,35,11,14,0,0,0,2,25,135,9,2.333333333,1.666666667,135,0
2015,SF,15,371,-3,28,9,13,0,0,2,1,22,79,5.266666667,1.866666667,1.466666667,79,0
2015,STL,15,311,15,40,12,23,1,0,0,2,35,139,9.266666667,2.666666667,2.333333333,139,0
2015,TB,15,379,-4,34,11,23,0,1,0,1,34,106,7.066666667,2.266666667,2.266666667,106,0
2015,TEN,15,393,-11,38,10,16,0,0,1,1,26,87,5.8,2.533333333,1.733333333,87,0
2015,WAS,15,356,0,34,9,23,1,1,0,3,32,120,8,2.266666667,2.133333333,120,0
2016,ARI,15,356,6,41,12,26,2,0,1,1,38,135,9,2.733333333,2.533333333,135,0
2016,ATL,15,374,-1,32,11,14,0,0,0,3,25,99,6.6,2.133333333,1.666666667,99,0
2016,BAL,15,294,16,30,18,21,0,1,2,0,39,130,8.666666667,2,2.6,130,0
2016,BUF,15,348,8,38,12,15,0,1,0,1,27,108,7.2,2.533333333,1.8,108,0
2016,CAR,15,385,-11,44,16,12,1,0,2,1,28,101,6.733333333,2.933333333,1.866666667,101,0
2016,CHI,15,361,1,37,7,15,1,0,1,2,22,98,6.533333333,2.466666667,1.466666667,98,0
