season,fantasy_player_id,fantasy_player_name,team,targets,receptions,rec_yards,rec_td,air_yards,yac,adot,ypr,ypt,yac_per_rec,team_targets,target_share,wr_rush_att,wr_rush_yards,wr_rush_td,position,fp,games
2006,00-0022701,D.Hackett,SEA,41,41,547,3,331,216,8.073170732,13.34146341,13.34146341,5.268292683,276,0.148550725,0,0,0,WR,113.7000024,12
2006,00-0022725,M.Clayton,TB,33,33,356,1,255,101,7.727272727,10.78787879,10.78787879,3.060606061,280,0.117857143,5,41,0,WR,78.70000033,12
2006,00-0022754,S.Parker,KC,39,39,532,1,418,108,10.71794872,13.64102564,13.64102564,2.769230769,257,0.151750973,3,7,0,WR,98.9000016,15
2006,00-0022766,P.Crayton,DAL,35,34,506,3,330,176,9.428571429,14.88235294,14.45714286,5.176470588,289,0.121107266,0,0,0,WR,102.6000023,12
2006,00-0022781,M.Jenkins,ATL,37,37,417,7,279,138,7.540540541,11.27027027,11.27027027,3.72972973,201,0.184079602,1,2,0,WR,120.9000009,15
2006,00-0022807,B.Berrian,CHI,50,50,758,6,527,231,10.54,15.16,15.16,4.62,274,0.182481752,2,5,0,WR,162.3000025,13
2006,00-0022811,J.Cotchery,NYJ,75,75,908,6,638,270,8.506666667,12.10666667,12.10666667,3.6,291,0.257731959,4,28,0,WR,204.6000029,15
2006,00-0022889,R.Williams,JAX,47,47,525,4,276,249,5.872340426,11.17021277,11.17021277,5.29787234,244,0.192622951,6,34,0,WR,126.900002,15
2006,00-0022901,E.Wilford,JAX,34,34,496,2,384,112,11.29411765,14.58823529,14.58823529,3.294117647,244,0.139344262,0,0,0,WR,95.60000098,14
2006,00-0022909,R.Williams,DET,76,76,1206,5,921,285,12.11842105,15.86842105,15.86842105,3.75,344,0.220930233,2,2,0,WR,226.8000038,15
2006,00-0022910,L.Evans,BUF,75,75,1146,7,827,319,11.02666667,15.28,15.28,4.253333333,249,0.301204819,0,0,0,WR,231.6000037,15
2006,00-0022921,L.Fitzgerald,ARI,64,64,908,5,731,177,11.421875,14.1875,14.1875,2.765625,300,0.213333333,1,5,0,WR,185.3000029,12
2006,00-0022929,D.Henderson,NO,30,30,674,5,488,186,16.26666667,22.46666667,22.46666667,6.2,355,0.084507042,2,14,1,WR,134.8000029,9
2006,00-0023367,N.Washington,PIT,34,34,603,4,518,85,15.23529412,17.73529412,17.73529412,2.5,293,0.116040956,3,8,0,WR,119.1000016,15
2006,00-0023438,B.Edwards,CLE,56,56,833,6,562,271,10.03571429,14.875,14.875,4.839285714,292,0.191780822,3,5,0,WR,175.8000017,15
2006,00-0023442,T.Williamson,MIN,37,37,455,0,277,178,7.486486486,12.2972973,12.2972973,4.810810811,313,0.118210863,0,0,0,WR,82.50000143,12
2006,00-0023456,M.Jones,JAX,36,36,539,4,392,147,10.88888889,14.97222222,14.97222222,4.083333333,244,0.147540984,1,-6,0,WR,113.3000021,12
2006,00-0023457,M.Clayton,BAL,65,65,912,5,579,333,8.907692308,14.03076923,14.03076923,5.123076923,306,0.212418301,7,-30,0,WR,183.2000019,15
2006,00-0023470,R.Brown,PHI,48,47,836,8,593,203,12.35416667,17.78723404,17.41666667,4.319148936,318,0.150943396,3,24,1,WR,187.0000009,15
2006,00-0023518,C.Henry,CIN,32,32,481,8,385,96,12.03125,15.03125,15.03125,3,307,0.104234528,0,0,0,WR,128.1000018,10
2006,00-0024240,S.Holmes,PIT,45,45,700,1,457,243,10.15555556,15.55555556,15.55555556,5.4,293,0.153583618,1,13,0,WR,122.3000022,15
2006,00-0024267,G.Jennings,GB,45,45,632,3,380,252,8.444444444,14.04444444,14.04444444,5.6,329,0.136778116,0,0,0,WR,126.2000012,14
2006,00-0024466,M.Colston,NO,70,70,1038,8,678,360,9.685714286,14.82857143,14.82857143,5.142857143,355,0.197183099,0,0,0,WR,221.8000019,12
2007,00-0001477,M.Booker,MIA,49,49,547,1,420,127,8.571428571,11.16326531,11.16326531,2.591836735,291,0.16838488,2,12,0,WR,110.9000019,14
2007,00-0002099,I.Bruce,STL,53,53,694,4,579,115,10.9245283,13.09433962,13.09433962,2.169811321,0,0,2,-4,0,WR,146.0000014,12
2007,00-0004541,D.Driver,GB,83,82,1048,2,647,401,7.795180723,12.7804878,12.62650602,4.890243902,368,0.225543478,2,4,0,WR,199.2000014,15
2007,00-0004915,B.Engram,SEA,90,90,1082,5,745,337,8.277777778,12.02222222,12.02222222,3.744444444,339,0.265486726,0,0,0,WR,228.2000021,15
2007,00-0005720,J.Galloway,TB,57,57,1014,6,580,434,10.1754386,17.78947368,17.78947368,7.614035088,297,0.191919192,1,1,0,WR,194.5000001,15
2007,00-0007468,I.Hilliard,TB,62,62,722,1,402,320,6.483870968,11.64516129,11.64516129,5.161290323,297,0.208754209,1,6,0,WR,140.8000016,15
2007,00-0007681,T.Holt,STL,87,86,1096,7,895,206,10.28735632,12.74418605,12.59770115,2.395348837,0,0,0,0,0,WR,239.6000044,15
2007,00-0008962,J.Jurevicius,CLE,50,49,602,3,360,242,7.2,12.28571429,12.04,4.93877551,295,0.169491525,0,0,0,WR,129.2000009,15
2007,00-0010500,D.Mason,BAL,97,97,1015,5,692,323,7.134020619,10.46391753,10.46391753,3.329896907,326,0.297546012,0,0,0,WR,228.5000013,15
2007,00-0011754,R.Moss,NE,92,92,1382,21,1054,328,11.45652174,15.02173913,15.02173913,3.565217391,371,0.247978437,0,0,0,WR,356.2000026,15
2007,00-0011795,M.Muhammad,CHI,37,37,541,3,359,182,9.702702703,14.62162162,14.62162162,4.918918919,314,0.117834395,0,0,0,WR,109.1000015,14
2007,00-0012478,T.Owens,DAL,82,81,1355,15,1002,353,12.2195122,16.72839506,16.52439024,4.358024691,329,0.249240122,1,5,0,WR,307.0000044,15
2007,00-0012642,D.Patten,NO,50,50,753,3,519,234,10.38,15.06,15.06,4.68,411,0.121654501,2,-5,0,WR,142.8000022,13
2007,00-0015754,B.Stokley,DEN,40,40,635,5,505,130,12.625,15.875,15.875,3.25,301,0.132890365,1,-6,0,WR,132.9000014,13
2007,00-0016550,A.Toomer,NYG,55,55,719,3,504,215,9.163636364,13.07272727,13.07272727,3.909090909,281,0.195729537,0,0,0,WR,144.9000016,13
2007,00-0017162,H.Ward,PIT,73,72,736,7,513,223,7.02739726,10.22222222,10.08219178,3.097222222,269,0.271375465,2,7,0,WR,190.3000028,13
2007,00-0018958,L.Coles,NYJ,55,55,646,6,504,142,9.163636364,11.74545455,11.74545455,2.581818182,298,0.184563758,0,0,0,WR,155.6000017,11
2007,00-0019281,M.Furrey,DET,55,55,617,1,427,183,7.763636364,11.21818182,11.21818182,3.327272727,347,0.158501441,0,0,0,WR,122.7000018,13
2007,00-0019642,P.Burress,NYG,66,66,941,10,666,275,10.09090909,14.25757576,14.25757576,4.166666667,281,0.234875445,0,0,0,WR,220.1000026,15
2007,00-0019650,D.Northcutt,JAX,44,44,601,4,473,128,10.75,13.65909091,13.65909091,2.909090909,263,0.16730038,6,27,0,WR,130.8000016,15
2007,00-0019663,D.Jackson,SF,44,43,469,2,388,76,8.818181818,10.90697674,10.65909091,1.76744186,263,0.16730038,0,0,0,WR,101.9000016,14
2007,00-0019703,J.Porter,OAK,42,42,669,5,486,158,11.57142857,15.92857143,15.92857143,3.761904762,0,0,0,0,0,WR,138.9000009,15
2007,00-0019976,D.Bennett,STL,32,32,371,3,289,82,9.03125,11.59375,11.59375,2.5625,0,0,0,0,0,WR,87.10000205,11
2007,00-0020337,S.Smith,CAR,82,82,954,7,504,438,6.146341463,11.63414634,11.63414634,5.341463415,271,0.302583026,9,66,0,WR,226.0000015,14
2007,00-0020397,C.Johnson,CIN,89,89,1309,6,951,358,10.68539326,14.70786517,14.70786517,4.02247191,351,0.253561254,5,38,0,WR,259.7000011,15
2007,00-0020438,T.Houshmandzadeh,CIN,103,103,1053,12,707,346,6.86407767,10.22330097,10.22330097,3.359223301,351,0.293447293,5,14,0,WR,281.7000027,15
2007,00-0020446,C.Chambers,SD,63,63,921,3,775,146,12.3015873,14.61904762,14.61904762,2.317460317,0,0,3,12,0,WR,174.3000016,15
2007,00-0020494,S.Moss,WAS,53,53,693,2,525,168,9.905660377,13.0754717,13.0754717,3.169811321,302,0.175496689,3,13,0,WR,135.6000005,12
2007,00-0020498,R.Wayne,IND,92,92,1423,10,1068,329,11.60869565,15.4673913,15.4673913,3.576086957,330,0.278787879,1,4,0,WR,294.7000031,15
2007,00-0021147,D.Stallworth,NE,43,43,665,3,348,317,8.093023256,15.46511628,15.46511628,7.372093023,371,0.115902965,1,12,0,WR,128.7000009,14
2007,00-0021163,J.Gaffney,NE,36,36,449,5,331,118,9.194444444,12.47222222,12.47222222,3.277777778,371,0.09703504,0,0,0,WR,110.9000012,13
2007,00-0021166,J.Reed,BUF,50,50,554,0,338,216,6.76,11.08,11.08,4.32,249,0.200803213,4,10,0,WR,106.4000013,14
2007,00-0021175,A.Davis,HOU,33,32,563,3,475,88,14.39393939,17.59375,17.06060606,2.75,337,0.097922849,0,0,0,WR,108.3000023,13
2007,00-0021190,A.Randle El,WAS,50,48,702,1,520,182,10.4,14.625,14.04,3.791666667,302,0.165562914,4,-3,0,WR,126.660001,13
2007,00-0021192,D.Branch,SEA,49,49,661,4,457,204,9.326530612,13.48979592,13.48979592,4.163265306,339,0.144542773,0,0,0,WR,139.1000025,10
2007,00-0021337,R.Curry,OAK,55,54,701,4,470,215,8.545454545,12.98148148,12.74545455,3.981481481,0,0,1,1,0,WR,150.2000034,15
2007,00-0021931,K.Walter,HOU,65,65,800,4,505,295,7.769230769,12.30769231,12.30769231,4.538461538,337,0.192878338,5,30,0,WR,172.0000011,15
2007,00-0021981,S.McDonald,DET,75,74,874,5,657,214,8.76,11.81081081,11.65333333,2.891891892,347,0.216138329,3,0,0,WR,191.4000022,15
2007,00-0021982,J.Gage,TEN,48,48,646,2,447,193,9.3125,13.45833333,13.45833333,4.020833333,264,0.181818182,0,0,0,WR,124.6000012,14
2007,00-0021999,N.Burleson,SEA,43,43,575,7,422,153,9.813953488,13.37209302,13.37209302,3.558139535,339,0.126843658,2,4,0,WR,142.9000008,15
2007,00-0022001,K.Curtis,PHI,70,70,1048,6,707,341,10.1,14.97142857,14.97142857,4.871428571,324,0.216049383,0,0,0,WR,210.8000023,15
2007,00-0022044,A.Johnson,HOU,54,54,777,8,553,224,10.24074074,14.38888889,14.38888889,4.148148148,337,0.160237389,0,0,0,WR,179.7000027,8
2007,00-0022064,A.Battle,SF,48,47,581,5,415,166,8.645833333,12.36170213,12.10416667,3.531914894,263,0.182509506,4,4,1,WR,141.500002,14
2007,00-0022084,A.Boldin,ARI,67,67,797,8,470,327,7.014925373,11.89552239,11.89552239,4.880597015,335,0.2,1,14,0,WR,196.1000019,11
2007,00-0022144,B.Wade,MIN,49,49,562,1,407,155,8.306122449,11.46938776,11.46938776,3.163265306,233,0.210300429,1,-9,0,WR,110.3000012,15
2007,00-0022156,Bry.Johnson,ARI,43,43,515,2,438,77,10.18604651,11.97674419,11.97674419,1.790697674,335,0.128358209,0,0,0,WR,106.5000013,15
2007,00-0022427,W.Welker,NE,101,101,1053,8,507,531,5.01980198,10.42574257,10.42574257,5.257425743,371,0.272237197,4,34,0,WR,257.7000021,15
2007,00-0022726,K.Colbert,CAR,32,32,332,0,231,101,7.21875,10.375,10.375,3.15625,271,0.118081181,0,0,0,WR,65.20000088,11
2007,00-0022766,P.Crayton,DAL,48,48,689,7,405,284,8.4375,14.35416667,14.35416667,5.916666667,329,0.145896657,0,0,0,WR,158.9000015,12
2007,00-0022781,M.Jenkins,ATL,53,53,532,4,346,186,6.528301887,10.03773585,10.03773585,3.509433962,321,0.165109034,0,0,0,WR,130.2000015,15
2007,00-0022807,B.Berrian,CHI,67,67,920,4,652,268,9.731343284,13.73134328,13.73134328,4,314,0.213375796,1,3,0,WR,183.3000008,15
2007,00-0022811,J.Cotchery,NYJ,74,74,1053,2,665,388,8.986486486,14.22972973,14.22972973,5.243243243,298,0.248322148,4,22,0,WR,193.5000013,14
2007,00-0022879,D.Carter,CAR,36,36,458,4,331,127,9.194444444,12.72222222,12.72222222,3.527777778,271,0.132841328,0,0,0,WR,105.8000014,14
2007,00-0022889,R.Williams,JAX,35,35,592,9,383,209,10.94285714,16.91428571,16.91428571,5.971428571,263,0.133079848,0,0,0,WR,148.200001,13
2007,00-0022901,E.Wilford,JAX,39,39,460,1,364,96,9.333333333,11.79487179,11.79487179,2.461538462,263,0.148288973,0,0,0,WR,91.00000048,15
2007,00-0022909,R.Williams,DET,63,63,836,5,528,293,8.380952381,13.26984127,13.26984127,4.650793651,347,0.181556196,2,1,0,WR,176.7000022,12
2007,00-0022910,L.Evans,BUF,56,54,847,5,654,193,11.67857143,15.68518519,15.125,3.574074074,249,0.224899598,0,0,0,WR,168.7000028,15
2007,00-0022921,L.Fitzgerald,ARI,91,90,1241,8,998,243,10.96703297,13.78888889,13.63736264,2.7,335,0.271641791,0,0,0,WR,262.1000044,14
2007,00-0023310,L.Moore,NO,31,31,301,2,243,58,7.838709677,9.709677419,9.709677419,1.870967742,411,0.075425791,2,7,1,WR,79.80000055,12
2007,00-0023438,B.Edwards,CLE,78,77,1222,15,816,406,10.46153846,15.87012987,15.66666667,5.272727273,295,0.26440678,0,0,0,WR,289.2000037,15
2007,00-0023457,M.Clayton,BAL,46,46,505,0,391,114,8.5,10.97826087,10.97826087,2.47826087,326,0.141104294,0,0,0,WR,96.50000131,14
2007,00-0023462,R.White,ATL,79,78,1140,5,704,436,8.911392405,14.61538462,14.43037975,5.58974359,321,0.246105919,1,-2,0,WR,221.8000024,15
2007,00-0023470,R.Brown,PHI,56,56,697,4,532,165,9.5,12.44642857,12.44642857,2.946428571,324,0.172839506,3,27,0,WR,152.4000022,15
2007,00-0023490,R.Parrish,BUF,34,34,349,1,229,120,6.735294118,10.26470588,10.26470588,3.529411765,249,0.136546185,3,19,1,WR,82.80000125,13
2007,00-0023496,V.Jackson,SD,39,39,610,3,490,120,12.56410256,15.64102564,15.64102564,3.076923077,0,0,0,0,0,WR,118.0000017,14
2007,00-0023570,R.Williams,TEN,49,49,660,4,463,197,9.448979592,13.46938776,13.46938776,4.020408163,264,0.185606061,2,-17,0,WR,137.3000019,14
2007,00-0024240,S.Holmes,PIT,49,48,844,7,603,241,12.30612245,17.58333333,17.2244898,5.020833333,269,0.182156134,5,17,0,WR,178.1000024,12
2007,00-0024267,G.Jennings,GB,53,53,920,12,480,434,9.056603774,17.35849057,17.35849057,8.188679245,368,0.144021739,0,0,0,WR,217.0000034,13
2007,00-0024318,B.Smith,NYJ,32,32,325,2,205,120,6.40625,10.15625,10.15625,3.75,298,0.10738255,12,45,0,WR,81.0000006,14
2007,00-0024334,B.Marshall,DEN,92,92,1211,6,723,494,7.858695652,13.16304348,13.16304348,5.369565217,301,0.305647841,3,26,0,WR,251.7000031,15
2007,00-0024466,M.Colston,NO,91,90,1108,9,732,376,8.043956044,12.31111111,12.17582418,4.177777778,411,0.221411192,0,0,0,WR,254.8000008,15
2007,00-0025389,C.Johnson,DET,44,44,702,4,504,182,11.45454545,15.95454545,15.95454545,4.136363636,347,0.126801153,4,52,1,WR,149.4000019,14
2007,00-0025410,D.Bowe,KC,70,69,982,5,599,367,8.557142857,14.23188406,14.02857143,5.31884058,317,0.220820189,0,0,0,WR,197.2000018,14
2007,00-0025419,A.Gonzalez,IND,37,37,576,3,355,168,9.594594595,15.56756757,15.56756757,4.540540541,330,0.112121212,0,0,0,WR,112.6000017,11
2007,00-0025431,S.Rice,MIN,31,31,396,4,277,119,8.935483871,12.77419355,12.77419355,3.838709677,233,0.13304721,0,0,0,WR,98.36000091,11
2007,00-0025462,L.Robinson,ATL,36,36,426,1,294,132,8.166666667,11.83333333,11.83333333,3.666666667,321,0.112149533,0,0,0,WR,84.5999999,12
2007,00-0025465,J.Jones,GB,45,45,662,2,419,243,9.311111111,14.71111111,14.71111111,5.4,368,0.122282609,0,0,0,WR,123.2000003,12
2008,00-0002099,I.Bruce,SF,59,58,825,7,609,216,10.3220339,14.22413793,13.98305085,3.724137931,290,0.203448276,1,-3,0,WR,182.200002,14
2008,00-0004541,D.Driver,GB,68,68,901,4,568,333,8.352941176,13.25,13.25,4.897058824,324,0.209876543,2,4,0,WR,182.5000009,15
2008,00-0004915,B.Engram,SEA,42,41,439,0,284,155,6.761904762,10.70731707,10.45238095,3.780487805,240,0.175,0,0,0,WR,84.90000081,11
2008,00-0007024,M.Harrison,IND,53,53,605,5,426,179,8.037735849,11.41509434,11.41509434,3.377358491,365,0.145205479,0,0,0,WR,143.5000017,14
2008,00-0007468,I.Hilliard,TB,46,45,404,4,265,139,5.760869565,8.977777778,8.782608696,3.088888889,341,0.134897361,1,0,0,WR,109.4000003,14
2008,00-0007681,T.Holt,STL,58,58,706,3,577,129,9.948275862,12.17241379,12.17241379,2.224137931,0,0,0,0,0,WR,146.6000022,15
2008,00-0010500,D.Mason,BAL,75,74,960,5,686,274,9.146666667,12.97297297,12.8,3.702702703,245,0.306122449,0,0,0,WR,202.0000027,15
2008,00-0011754,R.Moss,NE,69,68,995,11,648,347,9.391304348,14.63235294,14.42028986,5.102941176,338,0.204142012,2,0,0,WR,233.5000023,15
2008,00-0011795,M.Muhammad,CAR,58,58,844,4,547,297,9.431034483,14.55172414,14.55172414,5.120689655,233,0.248927039,0,0,0,WR,166.4000033,15
2008,00-0012478,T.Owens,DAL,63,63,949,10,684,265,10.85714286,15.06349206,15.06349206,4.206349206,306,0.205882353,6,26,0,WR,220.5000031,15
2008,00-0015754,B.Stokley,DEN,45,45,478,3,320,158,7.111111111,10.62222222,10.62222222,3.511111111,354,0.127118644,0,0,0,WR,110.8000014,14
2008,00-0016550,A.Toomer,NYG,46,46,564,4,423,141,9.195652174,12.26086957,12.26086957,3.065217391,281,0.163701068,0,0,0,WR,126.4000021,14
2008,00-0017162,H.Ward,PIT,76,76,977,7,626,351,8.236842105,12.85526316,12.85526316,4.618421053,288,0.263888889,0,0,0,WR,215.7000054,15
2008,00-0018958,L.Coles,NYJ,66,66,762,6,511,251,7.742424242,11.54545455,11.54545455,3.803030303,330,0.2,2,9,0,WR,179.1000012,15
2008,00-0019642,P.Burress,NYG,36,35,454,4,394,60,10.94444444,12.97142857,12.61111111,1.714285714,281,0.128113879,0,0,0,WR,104.4000006,9
2008,00-0019650,D.Northcutt,JAX,39,39,510,2,402,108,10.30769231,13.07692308,13.07692308,2.769230769,322,0.121118012,1,9,0,WR,102.9000016,12
2008,00-0020337,S.Smith,CAR,73,73,1283,6,836,438,11.45205479,17.57534247,17.57534247,6,233,0.313304721,5,40,0,WR,241.3000027,13
2008,00-0020381,J.McCareins,TEN,31,30,405,0,325,80,10.48387097,13.5,13.06451613,2.666666667,257,0.120622568,1,4,0,WR,70.90000001,10
2008,00-0020397,C.Johnson,CIN,49,49,503,4,403,100,8.224489796,10.26530612,10.26530612,2.040816327,287,0.170731707,0,0,0,WR,123.3000017,12
2008,00-0020438,T.Houshmandzadeh,CIN,92,92,904,4,545,359,5.923913043,9.826086957,9.826086957,3.902173913,287,0.320557491,1,9,0,WR,207.3000019,14
2008,00-0020446,C.Chambers,SD,31,30,412,5,352,60,11.35483871,13.73333333,13.29032258,2,0,0,1,1,0,WR,101.3000004,11
2008,00-0020494,S.Moss,WAS,73,73,976,6,467,509,6.397260274,13.36986301,13.36986301,6.97260274,303,0.240924092,1,27,0,WR,209.3000015,14
2008,00-0020498,R.Wayne,IND,82,81,1113,6,815,298,9.93902439,13.74074074,13.57317073,3.679012346,365,0.224657534,0,0,0,WR,230.3000019,15
2008,00-0021163,J.Gaffney,NE,39,38,468,2,349,119,8.948717949,12.31578947,12,3.131578947,338,0.115384615,0,0,0,WR,98.80000007,11
2008,00-0021166,J.Reed,BUF,47,47,503,1,381,122,8.106382979,10.70212766,10.70212766,2.595744681,295,0.159322034,0,0,0,WR,103.3000007,10
2008,00-0021190,A.Randle El,WAS,50,50,577,3,378,199,7.56,11.54,11.54,3.98,303,0.165016502,1,5,0,WR,132.0400014,15
2008,00-0021191,A.Bryant,TB,80,80,1171,7,802,355,10.025,14.6375,14.6375,4.4375,341,0.234604106,2,22,0,WR,241.3000029,14
2008,00-0021647,J.Urban,ARI,30,30,405,3,262,143,8.733333333,13.5,13.5,4.766666667,399,0.07518797,0,0,0,WR,89.21999973,12
2008,00-0021931,K.Walter,HOU,59,59,876,8,578,298,9.796610169,14.84745763,14.84745763,5.050847458,341,0.173020528,3,23,0,WR,196.8999999,15
2008,00-0021981,S.McDonald,DET,35,35,339,1,271,68,7.742857143,9.685714286,9.685714286,1.942857143,261,0.134099617,0,0,0,WR,74.9000001,10
2008,00-0021982,J.Gage,TEN,34,34,651,6,470,181,13.82352941,19.14705882,19.14705882,5.323529412,257,0.13229572,0,0,0,WR,135.1000021,11
2008,00-0022001,K.Curtis,PHI,32,32,375,2,286,89,8.9375,11.71875,11.71875,2.78125,351,0.091168091,0,0,0,WR,81.49999976,8
2008,00-0022044,A.Johnson,HOU,106,105,1427,6,981,446,9.254716981,13.59047619,13.46226415,4.247619048,341,0.31085044,0,0,0,WR,285.7000028,15
2008,00-0022084,A.Boldin,ARI,90,89,1038,11,476,562,5.288888889,11.66292135,11.53333333,6.314606742,399,0.22556391,9,67,0,WR,265.5000026,12
2008,00-0022144,B.Wade,MIN,49,49,547,2,351,196,7.163265306,11.16326531,11.16326531,4,253,0.193675889,0,0,0,WR,115.7000002,14
2008,00-0022156,B.Johnson,SF,43,43,503,3,363,140,8.441860465,11.69767442,11.69767442,3.255813953,290,0.148275862,0,0,0,WR,111.3000021,12
2008,00-0022427,W.Welker,NE,112,110,1139,3,405,734,3.616071429,10.35454545,10.16964286,6.672727273,338,0.331360947,2,26,0,WR,246.5000038,15
2008,00-0022725,M.Clayton,TB,36,36,397,0,247,150,6.861111111,11.02777778,11.02777778,4.166666667,341,0.105571848,2,5,0,WR,76.20000089,13
2008,00-0022766,P.Crayton,DAL,36,36,516,4,327,182,9.083333333,14.33333333,14.33333333,5.055555556,306,0.117647059,1,11,0,WR,112.7000008,12
2008,00-0022781,M.Jenkins,ATL,47,46,705,3,545,160,11.59574468,15.32608696,15,3.47826087,256,0.18359375,0,0,0,WR,136.5000021,14
2008,00-0022807,B.Berrian,MIN,44,44,883,6,591,292,13.43181818,20.06818182,20.06818182,6.636363636,253,0.173913043,4,26,0,WR,170.9000037,13
2008,00-0022811,J.Cotchery,NYJ,70,69,817,5,500,317,7.142857143,11.84057971,11.67142857,4.594202899,330,0.212121212,2,8,0,WR,181.5000025,15
2008,00-0022889,R.Williams,JAX,36,36,359,3,270,89,7.5,9.972222222,9.972222222,2.472222222,322,0.111801242,1,0,0,WR,89.90000069,13
2008,00-0022910,L.Evans,BUF,58,58,954,3,734,220,12.65517241,16.44827586,16.44827586,3.793103448,295,0.196610169,1,22,0,WR,173.6000012,14
2008,00-0022921,L.Fitzgerald,ARI,93,91,1304,10,817,487,8.784946237,14.32967033,14.02150538,5.351648352,399,0.233082707,0,0,0,WR,281.400002,15
2008,00-0022929,D.Henderson,NO,30,30,764,3,507,254,16.9,25.46666667,25.46666667,8.466666667,384,0.078125,4,33,0,WR,127.7000026,14
2008,00-0023310,L.Moore,NO,71,71,839,8,575,264,8.098591549,11.81690141,11.81690141,3.718309859,384,0.184895833,0,0,0,WR,200.9000026,15
2008,00-0023367,N.Washington,PIT,39,39,618,3,474,144,12.15384615,15.84615385,15.84615385,3.692307692,288,0.135416667,5,18,0,WR,120.6000014,13
2008,00-0023408,G.Camarillo,MIA,55,55,613,2,449,164,8.163636364,11.14545455,11.14545455,2.981818182,308,0.178571429,2,1,0,WR,128.4000022,11
2008,00-0023429,R.Davis,CHI,33,33,410,2,265,145,8.03030303,12.42424242,12.42424242,4.393939394,286,0.115384615,3,14,0,WR,87.40000088,13
2008,00-0023438,B.Edwards,CLE,57,54,872,3,633,239,11.10526316,16.14814815,15.29824561,4.425925926,236,0.241525424,0,0,0,WR,163.2000029,15
2008,00-0023456,M.Jones,JAX,64,64,750,2,524,226,8.1875,11.71875,11.71875,3.53125,322,0.198757764,0,0,0,WR,151.0000021,12
2008,00-0023457,M.Clayton,BAL,37,37,567,3,399,168,10.78378378,15.32432432,15.32432432,4.540540541,245,0.151020408,6,81,1,WR,131.0800026,15
2008,00-0023462,R.White,ATL,85,85,1334,6,990,344,11.64705882,15.69411765,15.69411765,4.047058824,256,0.33203125,2,4,0,WR,254.8000037,15
2008,00-0023496,V.Jackson,SD,57,57,1051,7,850,201,14.9122807,18.43859649,18.43859649,3.526315789,0,0,2,39,0,WR,208.0000014,14
2008,00-0023531,B.Jones,TEN,39,39,436,1,331,105,8.487179487,11.17948718,11.17948718,2.692307692,257,0.151750973,2,35,0,WR,92.10000134,13
2008,00-0024013,H.Baskett,PHI,33,33,437,3,289,148,8.757575758,13.24242424,13.24242424,4.484848485,351,0.094017094,0,0,0,WR,94.70000046,13
2008,00-0024240,S.Holmes,PIT,52,52,790,5,587,203,11.28846154,15.19230769,15.19230769,3.903846154,288,0.180555556,2,9,0,WR,161.9000015,14
2008,00-0024267,G.Jennings,GB,76,75,1191,9,859,325,11.30263158,15.88,15.67105263,4.333333333,324,0.234567901,0,0,0,WR,250.1000034,15
2008,00-0024272,D.Hester,CHI,46,46,580,3,407,173,8.847826087,12.60869565,12.60869565,3.760869565,286,0.160839161,5,61,0,WR,128.1000015,14
2008,00-0024324,J.Avant,PHI,32,32,377,2,294,83,9.1875,11.78125,11.78125,2.59375,351,0.091168091,0,0,0,WR,81.70000172,13
2008,00-0024334,B.Marshall,DEN,98,98,1210,6,826,384,8.428571429,12.34693878,12.34693878,3.918367347,354,0.276836158,2,-4,0,WR,254.6000037,14
2008,00-0024345,D.Hixon,NYG,40,39,534,1,382,152,9.55,13.69230769,13.35,3.897435897,281,0.142348754,2,26,0,WR,103.0000017,12
2008,00-0024466,M.Colston,NO,40,40,637,4,432,205,10.8,15.925,15.925,5.125,384,0.104166667,0,0,0,WR,127.7000012,9
2008,00-0025389,C.Johnson,DET,70,69,1229,10,796,433,11.37142857,17.8115942,17.55714286,6.275362319,261,0.268199234,3,-1,0,WR,253.8000009,15
2008,00-0025396,T.Ginn,MIA,54,54,719,1,545,174,10.09259259,13.31481481,13.31481481,3.222222222,308,0.175324675,5,73,2,WR,151.2000027,15
2008,00-0025410,D.Bowe,KC,76,76,919,7,569,350,7.486842105,12.09210526,12.09210526,4.605263158,294,0.258503401,0,0,0,WR,209.9000034,15
2008,00-0025419,A.Gonzalez,IND,56,56,652,4,485,167,8.660714286,11.64285714,11.64285714,2.982142857,365,0.153424658,0,0,0,WR,145.2000023,15
2008,00-0025438,S.Smith,NYG,55,55,554,1,416,138,7.563636364,10.07272727,10.07272727,2.509090909,281,0.195729537,0,0,0,WR,116.4000005,15
2008,00-0025529,S.Breaston,ARI,72,72,912,2,694,218,9.638888889,12.66666667,12.66666667,3.027777778,399,0.180451128,2,8,0,WR,176.0000011,14
2008,00-0026000,D.Bess,MIA,48,48,515,1,300,215,6.25,10.72916667,10.72916667,4.479166667,308,0.155844156,1,13,0,WR,106.8000014,15
2008,00-0026173,D.Avery,STL,49,49,644,2,447,180,9.12244898,13.14285714,13.14285714,3.673469388,0,0,9,59,1,WR,137.3000015,13
2008,00-0026176,J.Nelson,GB,32,32,357,2,272,85,8.5,11.15625,11.15625,2.65625,324,0.098765432,0,0,0,WR,79.70000052,14
2008,00-0026182,E.Royal,DEN,81,80,904,5,589,315,7.271604938,11.3,11.16049383,3.9375,354,0.228813559,11,109,0,WR,213.3000006,14
2008,00-0026189,D.Jackson,PHI,60,60,866,2,636,230,10.6,14.43333333,14.43333333,3.833333333,351,0.170940171,17,96,1,WR,172.2000018,15
